Total Opened Issues,Total Closed Issues,Difference between opened and closed issues,Distribution score of issues on contributors,Number of label types,Label usage frequency,Total amount of contributors,Total number of assignees on specific Repo,Total number of comments,Avg. Comment Length,Total number of used labels,Mean time to response the issues.,Total amount of Milestones,Total Opened Milestones,Total Closed Milestones
3,6,3,0.1649572197684645,9,22,4,4,2,6.666666666666667,2,52.166666666666664,4,3,1
